Episode ID,Episode Short Name,Clinical Chapter,Trigger Code Raw,Trigger Code,Code System (PACES),Match Score,NHSN Category,Long Description,Code Status,Has NHSN Long Description,CPT Codes,Procedure Code Descriptions
TP0226,Leg revascularization,Circulatory System,35302-35381,35311,CPT,1.0,,Thromboendarterectomy of subclavian or innominate or common carotid artery,No change,True,35311,Thromboendarterectomy of subclavian or innominate or common carotid artery
TP0226,Leg revascularization,Circulatory System,35302-35381,35321,CPT,1.0,,Thromboendarterectomy of axillary-brachial artery,No change,True,35321,Thromboendarterectomy of axillary-brachial artery
TP0226,Leg revascularization,Circulatory System,35302-35381,35331,CPT,1.0,,Thromboendarterectomy of abdominal aorta,No change,True,35331,Thromboendarterectomy of abdominal aorta
TP0226,Leg revascularization,Circulatory System,35302-35381,35341,CPT,1.0,,Thromboendarterectomy of mesenteric or celiac or renal artery,No change,True,35341,Thromboendarterectomy of mesenteric or celiac or renal artery
TP0226,Leg revascularization,Circulatory System,35302-35381,35351,CPT,1.0,,Thromboendarterectomy of iliac artery,No change,True,35351,Thromboendarterectomy of iliac artery
TP0226,Leg revascularization,Circulatory System,35302-35381,35355,CPT,1.0,,Thromboendarterectomy of iliofemoral artery,No change,True,35355,Thromboendarterectomy of iliofemoral artery
TP0226,Leg revascularization,Circulatory System,35302-35381,35361,CPT,1.0,,Thromboendarterectomy of combined aortoiliac artery,No change,True,35361,Thromboendarterectomy of combined aortoiliac artery
TP0226,Leg revascularization,Circulatory System,35302-35381,35363,CPT,1.0,,Thromboendarterectomy of combined aortoiliofemoral artery,No change,True,35363,Thromboendarterectomy of combined aortoiliofemoral artery
TP0226,Leg revascularization,Circulatory System,35302-35381,35371,CPT,1.0,,Thromboendarterectomy of common femoral artery,No change,True,35371,Thromboendarterectomy of common femoral artery
TP0226,Leg revascularization,Circulatory System,35302-35381,35372,CPT,1.0,,Thromboendarterectomy of deep or profunda femoral artery,No change,True,35372,Thromboendarterectomy of deep or profunda femoral artery
TP0226,Leg revascularization,Circulatory System,35302-35381,35381,CPT,1.0,,Thromboendarterectomy of femoral artery and popliteal artery,No change,True,35381,Thromboendarterectomy of femoral artery and popliteal artery
TP0226,Leg revascularization,Circulatory System,35454-35495,35454,CPT,1.0,,"Transluminal balloon angioplasty of iliac artery, percutaneous",No change,True,35454,"Transluminal balloon angioplasty of iliac artery, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35456,CPT,1.0,,"Transluminal balloon angioplasty of femoral-popliteal artery, percutaneous",No change,True,35456,"Transluminal balloon angioplasty of femoral-popliteal artery, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35458,CPT,1.0,,"Transluminal balloon angioplasty of brachiocephalic trunk or branches, percutaneous",No change,True,35458,"Transluminal balloon angioplasty of brachiocephalic trunk or branches, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35459,CPT,1.0,,"Transluminal balloon angioplasty of tibioperoneal artery, percutaneous",No change,True,35459,"Transluminal balloon angioplasty of tibioperoneal artery, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35460,CPT,1.0,,"Transluminal balloon angioplasty of venous vessel, percutaneous",No change,True,35460,"Transluminal balloon angioplasty of venous vessel, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35470,CPT,1.0,,"Transluminal balloon angioplasty of tibioperoneal trunk or branches, percutaneous",No change,True,35470,"Transluminal balloon angioplasty of tibioperoneal trunk or branches, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35471,CPT,1.0,,"Transluminal balloon angioplasty of renal or visceral artery, percutaneous",No change,True,35471,"Transluminal balloon angioplasty of renal or visceral artery, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35472,CPT,1.0,,"Transluminal balloon angioplasty of aortic artery, percutaneous",No change,True,35472,"Transluminal balloon angioplasty of aortic artery, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35473,CPT,1.0,,"Transluminal balloon angioplasty of iliac artery, percutaneous, each additional vessel",No change,True,35473,"Transluminal balloon angioplasty of iliac artery, percutaneous, each additional vessel"
TP0226,Leg revascularization,Circulatory System,35454-35495,35474,CPT,1.0,,"Transluminal balloon angioplasty of femoral-popliteal artery, each additional vessel",No change,True,35474,"Transluminal balloon angioplasty of femoral-popliteal artery, each additional vessel"
TP0226,Leg revascularization,Circulatory System,35454-35495,35475,CPT,1.0,,"Transluminal balloon angioplasty of brachiocephalic trunk or branches, percutaneous",No change,True,35475,"Transluminal balloon angioplasty of brachiocephalic trunk or branches, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35476,CPT,1.0,,"Transluminal balloon angioplasty of venous vessel, percutaneous (subclavian or innominate)",No change,True,35476,"Transluminal balloon angioplasty of venous vessel, percutaneous (subclavian or innominate)"
TP0226,Leg revascularization,Circulatory System,35454-35495,35490,CPT,1.0,,"Transluminal balloon angioplasty of tibioperoneal artery, percutaneous, each additional vessel",No change,True,35490,"Transluminal balloon angioplasty of tibioperoneal artery, percutaneous, each additional vessel"
TP0226,Leg revascularization,Circulatory System,35454-35495,35491,CPT,1.0,,"Transluminal balloon angioplasty of infrainguinal artery, percutaneous",No change,True,35491,"Transluminal balloon angioplasty of infrainguinal artery, percutaneous"
TP0226,Leg revascularization,Circulatory System,35454-35495,35492,CPT,1.0,,"Transluminal angioplasty of infrainguinal artery, open",No change,True,35492,"Transluminal angioplasty of infrainguinal artery, open"
TP0226,Leg revascularization,Circulatory System,35454-35495,35493,CPT,1.0,,Transluminal balloon angioplasty of renal artery,No change,True,35493,Transluminal balloon angioplasty of renal artery
TP0226,Leg revascularization,Circulatory System,35454-35495,35494,CPT,1.0,,"Transluminal balloon angioplasty of iliac artery, open",No change,True,35494,"Transluminal balloon angioplasty of iliac artery, open"
TP0226,Leg revascularization,Circulatory System,35454-35495,35495,CPT,1.0,,"Transluminal balloon angioplasty of infrainguinal artery, each additional vessel",No change,True,35495,"Transluminal balloon angioplasty of infrainguinal artery, each additional vessel"
TP0226,Leg revascularization,Circulatory System,35521-35587,35521,CPT,1.0,PVBY,"Bypass graft, with vein; axillary-femoral",No change,True,35521,"Bypass graft, with vein; axillary-femoral"
TP0226,Leg revascularization,Circulatory System,35521-35587,35522,CPT,1.0,PVBY,"Bypass graft, with vein; axillary-brachial",No change,True,35522,"Bypass graft, with vein; axillary-brachial"
TP0226,Leg revascularization,Circulatory System,35521-35587,35523,CPT,1.0,PVBY,"Bypass graft, with vein; brachial-ulnar or -radial",No change,True,35523,"Bypass graft, with vein; brachial-ulnar or -radial"
TP0226,Leg revascularization,Circulatory System,35521-35587,35525,CPT,1.0,PVBY,"Bypass graft, with vein; brachial-brachial",No change,True,35525,"Bypass graft, with vein; brachial-brachial"
TP0226,Leg revascularization,Circulatory System,35521-35587,35533,CPT,1.0,PVBY,"Bypass graft, with vein; axillary-femoral-femoral",No change,True,35533,"Bypass graft, with vein; axillary-femoral-femoral"
TP0226,Leg revascularization,Circulatory System,35521-35587,35556,CPT,1.0,PVBY,"Bypass graft, with vein; femoral-popliteal",No change,True,35556,"Bypass graft, with vein; femoral-popliteal"
TP0226,Leg revascularization,Circulatory System,35521-35587,35558,CPT,1.0,PVBY,"Bypass graft, with vein; femoral-femoral",No change,True,35558,"Bypass graft, with vein; femoral-femoral"
TP0226,Leg revascularization,Circulatory System,35521-35587,35566,CPT,1.0,PVBY,"Bypass graft, with vein; femoral-anterior tibial, posterior tibial, peroneal artery or other distal vessels",No change,True,35566,"Bypass graft, with vein; femoral-anterior tibial, posterior tibial, peroneal artery or other distal vessels"
TP0226,Leg revascularization,Circulatory System,35521-35587,35570,CPT,1.0,PVBY,"Bypass graft, with vein; tibial-tibial, peroneal-tibial, or tibial/peroneal trunk-tibial",No change,True,35570,"Bypass graft, with vein; tibial-tibial, peroneal-tibial, or tibial/peroneal trunk-tibial"
TP0226,Leg revascularization,Circulatory System,35521-35587,35571,CPT,1.0,PVBY,"Bypass graft, with vein; popliteal-tibial, -peroneal artery or other distal vessels",No change,True,35571,"Bypass graft, with vein; popliteal-tibial, -peroneal artery or other distal vessels"
TP0226,Leg revascularization,Circulatory System,35521-35587,35583,CPT,1.0,PVBY,In-situ vein bypass; femoral-popliteal,No change,True,35583,In-situ vein bypass; femoral-popliteal
TP0226,Leg revascularization,Circulatory System,35521-35587,35585,CPT,1.0,PVBY,"In-situ vein bypass; femoral-anterior tibial, posterior tibial, or peroneal artery",No change,True,35585,"In-situ vein bypass; femoral-anterior tibial, posterior tibial, or peroneal artery"
TP0226,Leg revascularization,Circulatory System,35521-35587,35587,CPT,1.0,PVBY,"In-situ vein bypass; popliteal-tibial, peroneal",No change,True,35587,"In-situ vein bypass; popliteal-tibial, peroneal"
TP0226,Leg revascularization,Circulatory System,35621-35686,35621,CPT,1.0,PVBY,"Bypass graft, with other than vein; axillary-femoral",No change,True,35621,"Bypass graft, with other than vein; axillary-femoral"
TP0226,Leg revascularization,Circulatory System,35621-35686,35623,CPT,1.0,PVBY,"Bypass graft, with other than vein; axillary-popliteal or -tibial",No change,True,35623,"Bypass graft, with other than vein; axillary-popliteal or -tibial"
TP0226,Leg revascularization,Circulatory System,35621-35686,35650,CPT,1.0,PVBY,"Bypass graft, with other than vein; axillary-axillary",No change,True,35650,"Bypass graft, with other than vein; axillary-axillary"
TP0226,Leg revascularization,Circulatory System,35621-35686,35654,CPT,1.0,PVBY,"Bypass graft, with other than vein; axillary-femoral-femoral",No change,True,35654,"Bypass graft, with other than vein; axillary-femoral-femoral"
TP0226,Leg revascularization,Circulatory System,35621-35686,35656,CPT,1.0,PVBY,"Bypass graft, with other than vein; femoral-popliteal",No change,True,35656,"Bypass graft, with other than vein; femoral-popliteal"
TP0226,Leg revascularization,Circulatory System,35621-35686,35661,CPT,1.0,PVBY,"Bypass graft, with other than vein; femoral-femoral",No change,True,35661,"Bypass graft, with other than vein; femoral-femoral"
TP0226,Leg revascularization,Circulatory System,35621-35686,35666,CPT,1.0,PVBY,"Bypass graft, with other than vein; femoral-anterior tibial, posterior tibial, or peroneal artery",No change,True,35666,"Bypass graft, with other than vein; femoral-anterior tibial, posterior tibial, or peroneal artery"
TP0226,Leg revascularization,Circulatory System,35621-35686,35671,CPT,1.0,PVBY,"Bypass graft, with other than vein; popliteal-tibial or -peroneal artery",No change,True,35671,"Bypass graft, with other than vein; popliteal-tibial or -peroneal artery"
TP0226,Leg revascularization,Circulatory System,35621-35686,35686,CPT,1.0,PVBY,Creation of distal arteriovenous fistula during lower extremity bypass surgery (non-hemodialysis),No change,True,35686,Creation of distal arteriovenous fistula during lower extremity bypass surgery (non-hemodialysis) 
TP0226,Leg revascularization,Circulatory System,35721-35741,35721,CPT,1.0,,Exploration of femoral artery bypass graft not involving repair or replacement,No change,True,35721,Exploration of femoral artery bypass graft not involving repair or replacement
TP0226,Leg revascularization,Circulatory System,35721-35741,35741,CPT,1.0,,Exploration of popliteal artery bypass graft not involving repair or replacement,No change,True,35741,Exploration of popliteal artery bypass graft not involving repair or replacement
TP0226,Leg revascularization,Circulatory System,35879-35884,35879,CPT,1.0,,Revision of lower extremity arterial bypass graft using vein patch angioplasty,No change,True,35879,Revision of lower extremity arterial bypass graft using vein patch angioplasty
TP0226,Leg revascularization,Circulatory System,35879-35884,35881,CPT,1.0,,Revision of lower extremity arterial bypass graft using synthetic patch angioplasty,No change,True,35881,Revision of lower extremity arterial bypass graft using synthetic patch angioplasty
TP0226,Leg revascularization,Circulatory System,35879-35884,35883,CPT,1.0,,Revision of femoral-popliteal bypass graft with nonautogenous interposition graft,No change,True,35883,Revision of femoral-popliteal bypass graft with nonautogenous interposition graft
TP0226,Leg revascularization,Circulatory System,35879-35884,35884,CPT,1.0,,Revision of lower extremity bypass graft with interposition of vein segment,No change,True,35884,Revision of lower extremity bypass graft with interposition of vein segment
TP0226,Leg revascularization,Circulatory System,37220-37235,37220,CPT,1.0,,"Endovascular revascularization of iliac artery, initial vessel with transluminal angioplasty",No change,True,37220,"Endovascular revascularization of iliac artery, initial vessel with transluminal angioplasty"
TP0226,Leg revascularization,Circulatory System,37220-37235,37221,CPT,1.0,,"Endovascular revascularization of iliac artery, initial vessel with transluminal stent placement",No change,True,37221,"Endovascular revascularization of iliac artery, initial vessel with transluminal stent placement"
TP0226,Leg revascularization,Circulatory System,37220-37235,37222,CPT,1.0,,"Endovascular revascularization of iliac artery, each additional ipsilateral vessel with transluminal angioplasty",No change,True,37222,"Endovascular revascularization of iliac artery, each additional ipsilateral vessel with transluminal angioplasty"
TP0226,Leg revascularization,Circulatory System,37220-37235,37223,CPT,1.0,,"Endovascular revascularization of iliac artery, each additional ipsilateral vessel with transluminal stent placement",No change,True,37223,"Endovascular revascularization of iliac artery, each additional ipsilateral vessel with transluminal stent placement"
TP0226,Leg revascularization,Circulatory System,37220-37235,37224,CPT,1.0,,"Endovascular revascularization of femoral-popliteal artery, initial vessel with transluminal angioplasty",No change,True,37224,"Endovascular revascularization of femoral-popliteal artery, initial vessel with transluminal angioplasty"
TP0226,Leg revascularization,Circulatory System,37220-37235,37225,CPT,1.0,,"Endovascular revascularization of femoral-popliteal artery, initial vessel with atherectomy",No change,True,37225,"Endovascular revascularization of femoral-popliteal artery, initial vessel with atherectomy"
TP0226,Leg revascularization,Circulatory System,37220-37235,37226,CPT,1.0,,"Endovascular revascularization of femoral-popliteal artery, initial vessel with transluminal stent placement",No change,True,37226,"Endovascular revascularization of femoral-popliteal artery, initial vessel with transluminal stent placement"
TP0226,Leg revascularization,Circulatory System,37220-37235,37227,CPT,1.0,,"Endovascular revascularization of femoral-popliteal artery, initial vessel with atherectomy and stent",No change,True,37227,"Endovascular revascularization of femoral-popliteal artery, initial vessel with atherectomy and stent"
TP0226,Leg revascularization,Circulatory System,37220-37235,37228,CPT,1.0,,"Endovascular revascularization of tibial-peroneal artery, initial vessel with transluminal angioplasty",No change,True,37228,"Endovascular revascularization of tibial-peroneal artery, initial vessel with transluminal angioplasty"
TP0226,Leg revascularization,Circulatory System,37220-37235,37229,CPT,1.0,,"Endovascular revascularization of tibial-peroneal artery, initial vessel with atherectomy",No change,True,37229,"Endovascular revascularization of tibial-peroneal artery, initial vessel with atherectomy"
TP0226,Leg revascularization,Circulatory System,37220-37235,37230,CPT,1.0,,"Endovascular revascularization of tibial-peroneal artery, initial vessel with transluminal stent placement",No change,True,37230,"Endovascular revascularization of tibial-peroneal artery, initial vessel with transluminal stent placement"
TP0226,Leg revascularization,Circulatory System,37220-37235,37231,CPT,1.0,,"Endovascular revascularization of tibial-peroneal artery, initial vessel with atherectomy and stent",No change,True,37231,"Endovascular revascularization of tibial-peroneal artery, initial vessel with atherectomy and stent"
TP0226,Leg revascularization,Circulatory System,37220-37235,37232,CPT,1.0,,"Endovascular revascularization, each additional tibial-peroneal vessel with transluminal angioplasty",No change,True,37232,"Endovascular revascularization, each additional tibial-peroneal vessel with transluminal angioplasty"
TP0226,Leg revascularization,Circulatory System,37220-37235,37233,CPT,1.0,,"Endovascular revascularization, each additional tibial-peroneal vessel with atherectomy",No change,True,37233,"Endovascular revascularization, each additional tibial-peroneal vessel with atherectomy"
TP0226,Leg revascularization,Circulatory System,37220-37235,37234,CPT,1.0,,"Endovascular revascularization, each additional tibial-peroneal vessel with transluminal stent placement",No change,True,37234,"Endovascular revascularization, each additional tibial-peroneal vessel with transluminal stent placement"
TP0226,Leg revascularization,Circulatory System,37220-37235,37235,CPT,1.0,,"Endovascular revascularization, each additional tibial-peroneal vessel with atherectomy and stent",No change,True,37235,"Endovascular revascularization, each additional tibial-peroneal vessel with atherectomy and stent"
TP0226,Leg revascularization,Circulatory System,75954,75954,CPT,1.0,,"Endovascular repair of iliac artery, radiological supervision and interpretation",No change,True,75954,"Endovascular repair of iliac artery, radiological supervision and interpretation"
TP0237,Leg vein angioplasty,Circulatory System,35460-35476,35460,CPT,1.0,,"Transluminal balloon angioplasty of venous vessel, percutaneous",No change,True,35460,"Transluminal balloon angioplasty of venous vessel, percutaneous"
TP0237,Leg vein angioplasty,Circulatory System,35460-35476,35470,CPT,1.0,,"Transluminal balloon angioplasty of tibioperoneal trunk or branches, percutaneous",No change,True,35470,"Transluminal balloon angioplasty of tibioperoneal trunk or branches, percutaneous"
TP0237,Leg vein angioplasty,Circulatory System,35460-35476,35471,CPT,1.0,,"Transluminal balloon angioplasty of renal or visceral artery, percutaneous",No change,True,35471,"Transluminal balloon angioplasty of renal or visceral artery, percutaneous"
TP0237,Leg vein angioplasty,Circulatory System,35460-35476,35472,CPT,1.0,,"Transluminal balloon angioplasty of aortic artery, percutaneous",No change,True,35472,"Transluminal balloon angioplasty of aortic artery, percutaneous"
TP0237,Leg vein angioplasty,Circulatory System,35460-35476,35473,CPT,1.0,,"Transluminal balloon angioplasty of iliac artery, percutaneous, each additional vessel",No change,True,35473,"Transluminal balloon angioplasty of iliac artery, percutaneous, each additional vessel"
TP0237,Leg vein angioplasty,Circulatory System,35460-35476,35474,CPT,1.0,,"Transluminal balloon angioplasty of femoral-popliteal artery, each additional vessel",No change,True,35474,"Transluminal balloon angioplasty of femoral-popliteal artery, each additional vessel"
TP0237,Leg vein angioplasty,Circulatory System,35460-35476,35475,CPT,1.0,,"Transluminal balloon angioplasty of brachiocephalic trunk or branches, percutaneous",No change,True,35475,"Transluminal balloon angioplasty of brachiocephalic trunk or branches, percutaneous"
TP0237,Leg vein angioplasty,Circulatory System,35460-35476,35476,CPT,1.0,,"Transluminal balloon angioplasty of venous vessel, percutaneous (subclavian or innominate)",No change,True,35476,"Transluminal balloon angioplasty of venous vessel, percutaneous (subclavian or innominate)"
TP0424,Parathyroidectomy,"Ear, Nose, Mouth & Throat",60500-60505,60500,CPT,1.0,THYR,Parathyroidectomy or exploration of parathyroid(s),No change,True,60500,Parathyroidectomy or exploration of parathyroid(s)
TP0424,Parathyroidectomy,"Ear, Nose, Mouth & Throat",60500-60505,60502,CPT,1.0,THYR,Parathyroidectomy or exploration of parathyroid(s); re-exploration,No change,True,60502,Parathyroidectomy or exploration of parathyroid(s); re-exploration
TP0424,Parathyroidectomy,"Ear, Nose, Mouth & Throat",60500-60505,60505,CPT,1.0,THYR,"Parathyroidectomy or exploration of parathyroid(s); with mediastinal exploration, sternal split or transthoracic approach",No change,True,60505,"Parathyroidectomy or exploration of parathyroid(s); with mediastinal exploration, sternal split or transthoracic approach"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31237,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with biopsy or polypectomy or debridement",No change,True,31237,"Nasal or sinus endoscopy, surgical, with biopsy or polypectomy or debridement"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31238,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with control of epistaxis",No change,True,31238,"Nasal or sinus endoscopy, surgical, with control of epistaxis"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31239,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with dacryocystorhinostomy",No change,True,31239,"Nasal or sinus endoscopy, surgical, with dacryocystorhinostomy"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31240,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with concha bullosa resection",No change,True,31240,"Nasal or sinus endoscopy, surgical, with concha bullosa resection"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31241,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with ligation of sphenopalatine artery",No change,True,31241,"Nasal or sinus endoscopy, surgical, with ligation of sphenopalatine artery"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31253,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with ethmoidectomy, total",No change,True,31253,"Nasal or sinus endoscopy, surgical, with ethmoidectomy, total"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31254,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with ethmoidectomy, partial (anterior)",No change,True,31254,"Nasal or sinus endoscopy, surgical, with ethmoidectomy, partial (anterior)"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31255,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with ethmoidectomy, total (anterior and posterior)",No change,True,31255,"Nasal or sinus endoscopy, surgical, with ethmoidectomy, total (anterior and posterior)"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31256,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with maxillary antrostomy",No change,True,31256,"Nasal or sinus endoscopy, surgical, with maxillary antrostomy"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31257,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with maxillary antrostomy with removal of tissue",No change,True,31257,"Nasal or sinus endoscopy, surgical, with maxillary antrostomy with removal of tissue"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31259,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with maxillary antrostomy with removal of tissue from maxillary sinus",No change,True,31259,"Nasal or sinus endoscopy, surgical, with maxillary antrostomy with removal of tissue from maxillary sinus"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31267,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with frontal sinus exploration with or without removal of tissue",No change,True,31267,"Nasal or sinus endoscopy, surgical, with frontal sinus exploration with or without removal of tissue"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31276,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with frontal sinus exploration including removal of tissue from frontal sinus",No change,True,31276,"Nasal or sinus endoscopy, surgical, with frontal sinus exploration including removal of tissue from frontal sinus"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31287,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with sphenoidotomy",No change,True,31287,"Nasal or sinus endoscopy, surgical, with sphenoidotomy"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31288,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with sphenoidotomy with removal of tissue from sphenoid sinus",No change,True,31288,"Nasal or sinus endoscopy, surgical, with sphenoidotomy with removal of tissue from sphenoid sinus"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31290,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with repair of cerebrospinal fluid leak, ethmoid region",No change,True,31290,"Nasal or sinus endoscopy, surgical, with repair of cerebrospinal fluid leak, ethmoid region"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31291,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with repair of cerebrospinal fluid leak, sphenoid region",No change,True,31291,"Nasal or sinus endoscopy, surgical, with repair of cerebrospinal fluid leak, sphenoid region"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31292,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with medial or inferior orbital wall decompression",No change,True,31292,"Nasal or sinus endoscopy, surgical, with medial or inferior orbital wall decompression"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31293,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with medial orbital wall and inferior orbital wall decompression",No change,True,31293,"Nasal or sinus endoscopy, surgical, with medial orbital wall and inferior orbital wall decompression"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31294,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with optic nerve decompression",No change,True,31294,"Nasal or sinus endoscopy, surgical, with optic nerve decompression"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31295,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with dilation of maxillary sinus ostium",No change,True,31295,"Nasal or sinus endoscopy, surgical, with dilation of maxillary sinus ostium"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31296,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with dilation of frontal sinus ostium",No change,True,31296,"Nasal or sinus endoscopy, surgical, with dilation of frontal sinus ostium"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31297,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with dilation of sphenoid sinus ostium",No change,True,31297,"Nasal or sinus endoscopy, surgical, with dilation of sphenoid sinus ostium"
TP0568,sinus surgery,"Ear, Nose, Mouth & Throat",31237-31298,31298,CPT,1.0,,"Nasal or sinus endoscopy, surgical, with dilation of frontal and sphenoid sinus ostia",No change,True,31298,"Nasal or sinus endoscopy, surgical, with dilation of frontal and sphenoid sinus ostia"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60210,CPT,1.0,THYR,"Partial thyroid lobectomy, unilateral; with or without isthmusectomy",No change,True,60210,"Partial thyroid lobectomy, unilateral; with or without isthmusectomy"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60212,CPT,1.0,THYR,"Partial thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, including isthmusectomy",No change,True,60212,"Partial thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, including isthmusectomy"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60220,CPT,1.0,THYR,"Total thyroid lobectomy, unilateral; with or without isthmusectomy",No change,True,60220,"Total thyroid lobectomy, unilateral; with or without isthmusectomy"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60225,CPT,1.0,THYR,"Total thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, including isthmusectomy",No change,True,60225,"Total thyroid lobectomy, unilateral; with contralateral subtotal lobectomy, including isthmusectomy"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60240,CPT,1.0,THYR,"Thyroidectomy, total or complete",No change,True,60240,"Thyroidectomy, total or complete"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60252,CPT,1.0,THYR,"Thyroidectomy, total or subtotal for malignancy; with limited neck dissection",No change,True,60252,"Thyroidectomy, total or subtotal for malignancy; with limited neck dissection"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60254,CPT,1.0,THYR,"Thyroidectomy, total or subtotal for malignancy; with radical neck dissection",No change,True,60254,"Thyroidectomy, total or subtotal for malignancy; with radical neck dissection"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60260,CPT,1.0,THYR,"Thyroidectomy, removal of all remaining thyroid tissue following previous removal of a portion of thyroid",No change,True,60260,"Thyroidectomy, removal of all remaining thyroid tissue following previous removal of a portion of thyroid"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60270,CPT,1.0,THYR,"Thyroidectomy, including substernal thyroid; sternal split or transthoracic approach",No change,True,60270,"Thyroidectomy, including substernal thyroid; sternal split or transthoracic approach"
TP0570,Thyroidectomy,"Ear, Nose, Mouth & Throat",60210-60271,60271,CPT,1.0,THYR,"Thyroidectomy, including substernal thyroid; cervical approach",No change,True,60271,"Thyroidectomy, including substernal thyroid; cervical approach"
TP0600,Cataract surgery IOL,Eye,65920,65920,CPT,1.0,,Removal of implanted material from anterior segment of eye,No change,True,65920,Removal of implanted material from anterior segment of eye
TP0600,Cataract surgery IOL,Eye,66825-66852,66825,CPT,1.0,,Repositioning of intraocular lens prosthesis requiring incision,No change,True,66825,Repositioning of intraocular lens prosthesis requiring incision
TP0600,Cataract surgery IOL,Eye,66825-66852,66830,CPT,1.0,,Removal of secondary membrane after cataract surgery,No change,True,66830,Removal of secondary membrane after cataract surgery
TP0600,Cataract surgery IOL,Eye,66825-66852,66840,CPT,1.0,,Removal of lens material by aspiration technique,No change,True,66840,Removal of lens material by aspiration technique
